Date,Country,City,Specie,count,min (ppb),max (ppb),median (ppb)
1/2/2020,US,Los Angeles,o3,28,1,28,11
1/2/2020,CN,Wuhan,o3,328,0,17,2
1/2/2020,CN,Shanghai,o3,806,0,36,8
1/2/2020,US,Jacksonville,o3,141,0,19,12
1/2/2020,US,Houston,o3,117,1,24,9
1/2/2020,CN,Beijing,o3,309,0,16,2
1/2/2020,US,Manhattan,o3,24,1,17,6
1/3/2020,US,Manhattan,o3,7,1,2,1
1/3/2020,US,Jacksonville,o3,144,7,17,11
1/3/2020,CN,Wuhan,o3,292,0,17,2
1/3/2020,US,Los Angeles,o3,26,1,19,5
1/3/2020,CN,Shanghai,o3,559,0,23,4
1/3/2020,US,Houston,o3,104,1,29,8
1/3/2020,CN,Beijing,o3,337,0,21,2
1/4/2020,CN,Wuhan,o3,217,0,17,2
1/4/2020,US,Houston,o3,113,1,35,16
1/4/2020,CN,Shanghai,o3,886,2,37,19
1/4/2020,US,Los Angeles,o3,30,1,24,10
1/4/2020,CN,Beijing,o3,366,0,29,4
1/4/2020,US,Jacksonville,o3,144,7,17,9
1/4/2020,US,Manhattan,o3,8,1,19,5
1/5/2020,CN,Shanghai,o3,877,1,37,23
1/5/2020,CN,Beijing,o3,338,0,12,1
1/5/2020,US,Los Angeles,o3,28,1,27,11
1/5/2020,US,Houston,o3,111,1,42,23
1/5/2020,US,Jacksonville,o3,144,1,17,12
1/5/2020,US,Manhattan,o3,24,15,28,23
1/5/2020,CN,Wuhan,o3,184,1,17,2
1/1/2020,CN,Beijing,o3,322,0,15,2
1/1/2020,US,Jacksonville,o3,48,2,18,9
1/1/2020,CN,Shanghai,o3,854,1,44,17
1/1/2020,US,Manhattan,o3,23,15,22,19
1/1/2020,US,Los Angeles,o3,24,1,32,6
1/1/2020,CN,Wuhan,o3,314,1,19,4
1/1/2020,US,Houston,o3,119,1,28,16
1/2/2020,CN,Beijing,o3,309,0,16,2
1/2/2020,CN,Shanghai,o3,806,0,36,8
1/2/2020,CN,Wuhan,o3,328,0,17,2
1/2/2020,US,Manhattan,o3,24,1,17,6
1/2/2020,US,Jacksonville,o3,141,0,19,12
1/2/2020,US,Los Angeles,o3,28,1,28,11
1/2/2020,US,Houston,o3,117,1,24,9
1/3/2020,US,Manhattan,o3,7,1,2,1
1/3/2020,US,Houston,o3,104,1,29,8
1/3/2020,CN,Wuhan,o3,292,0,17,2
1/3/2020,US,Los Angeles,o3,26,1,19,5
1/3/2020,CN,Shanghai,o3,559,0,23,4
1/3/2020,US,Jacksonville,o3,144,7,17,11
1/3/2020,CN,Beijing,o3,337,0,21,2
1/4/2020,US,Houston,o3,113,1,35,16
1/4/2020,US,Jacksonville,o3,144,7,17,9
1/4/2020,CN,Shanghai,o3,886,2,37,19
1/4/2020,US,Manhattan,o3,8,1,19,5
1/4/2020,CN,Beijing,o3,366,0,29,4
1/4/2020,CN,Wuhan,o3,217,0,17,2
1/4/2020,US,Los Angeles,o3,30,1,24,10
1/5/2020,CN,Wuhan,o3,184,1,17,2
1/5/2020,US,Los Angeles,o3,28,1,27,11
1/5/2020,US,Manhattan,o3,24,15,28,23
1/5/2020,US,Jacksonville,o3,144,1,17,12
1/5/2020,US,Houston,o3,111,1,42,23
1/5/2020,CN,Shanghai,o3,877,1,37,23
1/5/2020,CN,Beijing,o3,338,0,12,1
1/6/2020,US,Los Angeles,o3,38,1,32,2
1/6/2020,US,Houston,o3,112,1,41,15
1/6/2020,CN,Shanghai,o3,859,0,58,22
1/6/2020,CN,Beijing,o3,365,0,25,3
1/6/2020,US,Manhattan,o3,24,2,19,12
1/6/2020,CN,Wuhan,o3,289,0,17,3
1/6/2020,US,Jacksonville,o3,144,2,18,9
1/7/2020,CN,Shanghai,o3,867,0,29,5
1/7/2020,US,Houston,o3,114,1,36,23
1/7/2020,CN,Beijing,o3,458,0,30,21
1/7/2020,US,Los Angeles,o3,40,1,23,6
1/7/2020,CN,Wuhan,o3,386,0,34,9
1/7/2020,US,Manhattan,o3,24,2,17,10
1/7/2020,US,Jacksonville,o3,144,3,20,15
1/8/2020,US,Los Angeles,o3,14,1,22,16
1/8/2020,US,Manhattan,o3,24,2,28,20
1/8/2020,US,Jacksonville,o3,132,0,18,12
1/8/2020,CN,Wuhan,o3,384,3,29,16
1/8/2020,US,Houston,o3,95,1,43,31
1/8/2020,CN,Beijing,o3,455,0,34,20
1/8/2020,CN,Shanghai,o3,878,2,32,11
1/9/2020,CN,Wuhan,o3,387,0,29,11
1/9/2020,US,Manhattan,o3,23,1,23,19
1/9/2020,CN,Shanghai,o3,870,2,28,15
1/9/2020,US,Jacksonville,o3,129,0,19,17
1/9/2020,US,Los Angeles,o3,14,1,28,15
1/9/2020,US,Houston,o3,112,8,35,28
1/9/2020,CN,Beijing,o3,422,0,27,7
1/10/2020,CN,Shanghai,o3,858,2,30,20
1/10/2020,CN,Beijing,o3,416,0,33,19
1/10/2020,CN,Wuhan,o3,384,2,22,7
1/10/2020,US,Houston,o3,116,15,32,25
1/10/2020,US,Jacksonville,o3,141,10,18,17
1/10/2020,US,Manhattan,o3,24,2,10,7
1/10/2020,US,Los Angeles,o3,12,1,21,10
1/11/2020,CN,Beijing,o3,474,0,28,20
1/11/2020,US,Houston,o3,111,5,32,16
1/11/2020,US,Manhattan,o3,23,2,29,19
1/11/2020,CN,Shanghai,o3,880,5,79,19
1/11/2020,US,Jacksonville,o3,141,7,15,12
1/11/2020,CN,Wuhan,o3,386,1,29,8
1/11/2020,US,Los Angeles,o3,15,1,23,15
1/12/2020,US,Houston,o3,114,1,21,8
1/12/2020,US,Jacksonville,o3,144,4,14,9
1/12/2020,US,Los Angeles,o3,19,1,30,15
1/12/2020,US,Manhattan,o3,23,14,29,22
1/12/2020,CN,Wuhan,o3,316,0,42,5
1/12/2020,CN,Shanghai,o3,856,1,39,19
1/12/2020,CN,Beijing,o3,421,0,30,11
1/13/2020,US,Los Angeles,o3,15,1,28,24
1/13/2020,US,Jacksonville,o3,132,1,16,9
1/13/2020,US,Houston,o3,97,1,19,7
1/13/2020,CN,Wuhan,o3,354,1,35,11
1/13/2020,CN,Shanghai,o3,823,1,50,17
1/13/2020,US,Manhattan,o3,20,1,15,6
1/13/2020,CN,Beijing,o3,445,1,31,21
1/14/2020,CN,Shanghai,o3,875,0,41,19
1/14/2020,US,Jacksonville,o3,132,0,18,8
1/14/2020,US,Houston,o3,115,1,16,9
1/14/2020,US,Los Angeles,o3,16,1,32,14
1/14/2020,CN,Wuhan,o3,386,4,49,20
1/14/2020,US,Manhattan,o3,12,1,6,3
1/14/2020,CN,Beijing,o3,449,0,28,16
1/15/2020,CN,Shanghai,o3,859,1,36,21
1/15/2020,US,Houston,o3,117,1,23,11
1/15/2020,CN,Beijing,o3,398,0,18,2
1/15/2020,US,Manhattan,o3,21,1,22,5
1/15/2020,US,Los Angeles,o3,14,1,29,11
1/15/2020,US,Jacksonville,o3,126,0,19,6
1/15/2020,CN,Wuhan,o3,383,2,44,15
1/16/2020,US,Los Angeles,o3,18,1,28,19
1/16/2020,CN,Wuhan,o3,386,8,23,17
1/16/2020,CN,Beijing,o3,383,0,32,9
1/16/2020,US,Houston,o3,112,1,22,10
1/16/2020,CN,Shanghai,o3,851,8,35,23
1/16/2020,US,Manhattan,o3,21,2,27,19
1/16/2020,US,Jacksonville,o3,141,0,11,7
1/17/2020,US,Jacksonville,o3,144,11,19,17
1/17/2020,US,Houston,o3,114,1,25,11
1/17/2020,CN,Shanghai,o3,880,5,32,21
1/17/2020,CN,Wuhan,o3,382,2,36,17
1/17/2020,CN,Beijing,o3,341,0,19,3
1/17/2020,US,Manhattan,o3,24,23,30,25
1/17/2020,US,Los Angeles,o3,20,1,25,17
1/18/2020,US,Jacksonville,o3,144,2,19,17
1/18/2020,CN,Beijing,o3,323,0,34,2
1/18/2020,US,Houston,o3,115,3,25,18
1/18/2020,US,Los Angeles,o3,23,1,32,5
1/18/2020,US,Manhattan,o3,24,6,25,16
1/18/2020,CN,Wuhan,o3,341,1,43,11
1/18/2020,CN,Shanghai,o3,887,6,34,20
1/19/2020,US,Los Angeles,o3,20,1,28,7
1/19/2020,CN,Beijing,o3,470,0,34,23
1/19/2020,CN,Wuhan,o3,387,1,47,11
1/19/2020,US,Jacksonville,o3,144,9,16,15
1/19/2020,US,Manhattan,o3,24,9,24,16
1/19/2020,US,Houston,o3,119,2,36,24
1/19/2020,CN,Shanghai,o3,887,0,43,15
1/20/2020,US,Los Angeles,o3,17,1,19,10
1/20/2020,CN,Wuhan,o3,249,1,55,8
1/20/2020,US,Manhattan,o3,24,23,31,25
1/20/2020,US,Houston,o3,118,2,36,19
1/20/2020,CN,Shanghai,o3,816,0,58,21
1/20/2020,US,Jacksonville,o3,144,8,16,12
1/20/2020,CN,Beijing,o3,311,0,34,21
1/21/2020,CN,Shanghai,o3,873,1,61,30
1/21/2020,CN,Beijing,o3,374,0,30,6
1/21/2020,US,Houston,o3,109,1,37,24
1/21/2020,US,Jacksonville,o3,140,6,17,12
1/21/2020,US,Los Angeles,o3,21,1,30,10
1/21/2020,US,Manhattan,o3,24,16,28,23
1/21/2020,CN,Wuhan,o3,339,2,45,18
1/22/2020,US,Manhattan,o3,23,1,23,9
1/22/2020,CN,Beijing,o3,404,0,29,6
1/22/2020,CN,Wuhan,o3,387,2,27,17
1/22/2020,US,Houston,o3,119,7,31,23
1/22/2020,US,Los Angeles,o3,17,1,23,11
1/22/2020,US,Jacksonville,o3,144,9,19,15
1/22/2020,CN,Shanghai,o3,858,2,48,17
1/23/2020,US,Jacksonville,o3,129,7,18,15
1/23/2020,US,Houston,o3,116,1,32,15
1/23/2020,US,Los Angeles,o3,13,1,27,14
1/23/2020,US,Manhattan,o3,13,1,10,5
1/23/2020,CN,Beijing,o3,443,0,36,14
1/23/2020,CN,Wuhan,o3,337,2,27,16
1/23/2020,CN,Shanghai,o3,880,3,41,21
1/24/2020,US,Los Angeles,o3,12,1,17,10
1/24/2020,US,Houston,o3,88,1,36,14
1/24/2020,US,Manhattan,o3,15,1,17,6
1/24/2020,CN,Wuhan,o3,385,2,36,22
1/24/2020,CN,Shanghai,o3,888,23,54,36
1/24/2020,US,Jacksonville,o3,144,1,19,11
1/24/2020,CN,Beijing,o3,463,1,38,23
1/25/2020,CN,Shanghai,o3,878,20,38,28
1/25/2020,US,Jacksonville,o3,144,2,17,11
1/25/2020,CN,Beijing,o3,454,0,39,17
1/25/2020,US,Manhattan,o3,24,6,25,21
1/25/2020,CN,Wuhan,o3,383,10,30,21
1/25/2020,US,Houston,o3,95,1,36,24
1/25/2020,US,Los Angeles,o3,15,1,20,10
1/26/2020,US,Manhattan,o3,24,5,18,12
1/26/2020,CN,Shanghai,o3,873,1,41,31
1/26/2020,CN,Wuhan,o3,386,5,38,25
1/26/2020,US,Los Angeles,o3,24,7,28,14
1/26/2020,US,Houston,o3,119,1,38,21
1/26/2020,CN,Beijing,o3,460,0,43,17
1/26/2020,US,Jacksonville,o3,144,3,18,9
1/27/2020,US,Manhattan,o3,24,1,17,11
1/27/2020,US,Jacksonville,o3,144,4,18,11
1/27/2020,US,Houston,o3,113,2,32,19
1/27/2020,CN,Shanghai,o3,850,15,42,29
1/27/2020,CN,Beijing,o3,472,0,49,20
1/27/2020,US,Los Angeles,o3,22,1,23,4
1/27/2020,CN,Wuhan,o3,383,17,36,28
1/28/2020,US,Houston,o3,116,1,32,20
1/28/2020,US,Los Angeles,o3,13,1,22,9
1/28/2020,CN,Beijing,o3,460,0,58,23
1/28/2020,US,Jacksonville,o3,144,1,19,10
1/28/2020,US,Manhattan,o3,24,15,28,20
1/28/2020,CN,Shanghai,o3,874,0,36,22
1/28/2020,CN,Wuhan,o3,387,9,41,27
1/29/2020,CN,Shanghai,o3,883,1,50,31
1/29/2020,US,Manhattan,o3,23,19,28,25
1/29/2020,US,Jacksonville,o3,114,0,17,12
1/29/2020,CN,Wuhan,o3,386,4,45,25
1/29/2020,US,Houston,o3,114,6,19,14
1/29/2020,CN,Beijing,o3,469,0,43,22
1/29/2020,US,Los Angeles,o3,23,1,33,7
1/30/2020,CN,Beijing,o3,463,0,49,22
1/30/2020,US,Jacksonville,o3,141,14,19,17
1/30/2020,US,Houston,o3,119,1,15,7
1/30/2020,CN,Wuhan,o3,387,2,54,24
1/30/2020,US,Manhattan,o3,23,2,24,16
1/30/2020,US,Los Angeles,o3,14,1,28,9
1/30/2020,CN,Shanghai,o3,886,14,49,34
1/31/2020,US,Manhattan,o3,20,1,9,4
1/31/2020,CN,Wuhan,o3,385,2,58,30
1/31/2020,US,Los Angeles,o3,12,1,29,17
1/31/2020,CN,Shanghai,o3,886,1,60,31
1/31/2020,CN,Beijing,o3,463,0,44,21
1/31/2020,US,Houston,o3,101,1,56,7
1/31/2020,US,Jacksonville,o3,138,5,16,14
2/1/2020,CN,Beijing,o3,476,9,37,28
2/1/2020,US,Los Angeles,o3,17,1,33,12
2/1/2020,US,Jacksonville,o3,141,4,12,6
2/1/2020,CN,Wuhan,o3,387,2,54,30
2/1/2020,CN,Shanghai,o3,864,1,51,24
2/1/2020,US,Houston,o3,45,1,37,19
2/1/2020,US,Manhattan,o3,23,1,8,4
2/2/2020,US,Jacksonville,o3,144,6,17,10
2/2/2020,CN,Wuhan,o3,387,2,39,23
2/2/2020,CN,Shanghai,o3,875,2,52,33
2/2/2020,US,Los Angeles,o3,24,1,30,17
2/2/2020,US,Manhattan,o3,22,4,20,14
2/2/2020,US,Houston,o3,72,6,46,25
2/2/2020,CN,Beijing,o3,478,4,37,24
2/3/2020,US,Jacksonville,o3,144,2,25,15
2/3/2020,CN,Beijing,o3,477,1,41,25
2/3/2020,CN,Shanghai,o3,878,2,71,33
2/3/2020,US,Los Angeles,o3,24,6,34,29
2/3/2020,US,Manhattan,o3,22,1,25,8
2/3/2020,CN,Wuhan,o3,387,2,55,24
2/3/2020,US,Houston,o3,85,17,36,31
2/4/2020,CN,Wuhan,o3,384,2,55,25
2/4/2020,CN,Beijing,o3,479,0,35,23
2/4/2020,US,Manhattan,o3,9,1,3,2
2/4/2020,US,Jacksonville,o3,135,1,23,12
2/4/2020,US,Houston,o3,113,1,34,28
2/4/2020,CN,Shanghai,o3,882,3,47,30
2/4/2020,US,Los Angeles,o3,15,1,27,2
2/5/2020,CN,Wuhan,o3,384,1,57,27
2/5/2020,US,Houston,o3,115,3,19,7
2/5/2020,US,Los Angeles,o3,15,1,27,6
2/5/2020,US,Jacksonville,o3,144,1,19,15
2/5/2020,CN,Shanghai,o3,878,1,63,32
2/5/2020,US,Manhattan,o3,24,2,23,19
2/5/2020,CN,Beijing,o3,468,0,27,16
2/6/2020,CN,Shanghai,o3,876,23,42,32
2/6/2020,US,Los Angeles,o3,17,1,30,19
2/6/2020,CN,Wuhan,o3,363,1,30,21
2/6/2020,CN,Beijing,o3,473,1,24,14
2/6/2020,US,Jacksonville,o3,144,9,16,11
2/6/2020,US,Houston,o3,119,1,34,15
2/6/2020,US,Manhattan,o3,24,1,16,9
2/7/2020,CN,Wuhan,o3,356,0,23,19
2/7/2020,CN,Shanghai,o3,870,21,45,33
2/7/2020,US,Manhattan,o3,22,2,28,4
2/7/2020,CN,Beijing,o3,470,0,37,8
2/7/2020,US,Houston,o3,99,1,45,21
2/7/2020,US,Los Angeles,o3,17,1,35,18
2/7/2020,US,Jacksonville,o3,144,9,19,16
2/8/2020,CN,Shanghai,o3,886,16,44,31
2/8/2020,CN,Wuhan,o3,371,8,31,19
2/8/2020,US,Jacksonville,o3,140,4,18,11
2/8/2020,CN,Beijing,o3,449,0,43,21
2/8/2020,US,Los Angeles,o3,16,1,41,20
2/8/2020,US,Houston,o3,106,1,46,25
2/8/2020,US,Manhattan,o3,24,6,29,27
2/9/2020,US,Los Angeles,o3,24,2,31,23
2/9/2020,CN,Wuhan,o3,384,4,43,20
2/9/2020,US,Manhattan,o3,21,2,24,12
2/9/2020,CN,Shanghai,o3,876,3,52,28
2/9/2020,US,Jacksonville,o3,70,0,20,12
2/9/2020,US,Houston,o3,113,16,32,24
2/9/2020,CN,Beijing,o3,451,0,42,11
2/10/2020,US,Houston,o3,117,2,21,15
2/10/2020,US,Manhattan,o3,24,1,25,9
2/10/2020,US,Jacksonville,o3,72,0,18,11
2/10/2020,CN,Wuhan,o3,383,2,35,20
2/10/2020,US,Los Angeles,o3,18,2,30,17
2/10/2020,CN,Shanghai,o3,858,1,71,32
2/10/2020,CN,Beijing,o3,396,0,58,12
2/11/2020,CN,Beijing,o3,432,0,58,15
2/11/2020,US,Jacksonville,o3,63,2,20,9
2/11/2020,US,Los Angeles,o3,20,1,32,14
2/11/2020,US,Manhattan,o3,15,1,18,2
2/11/2020,CN,Wuhan,o3,380,9,29,18
2/11/2020,US,Houston,o3,111,1,9,4
2/11/2020,CN,Shanghai,o3,846,10,52,36
2/12/2020,CN,Wuhan,o3,382,2,31,11
2/12/2020,US,Houston,o3,102,1,14,3
2/12/2020,US,Manhattan,o3,24,10,29,23
2/12/2020,US,Los Angeles,o3,18,1,29,15
2/12/2020,CN,Shanghai,o3,842,1,56,17
2/12/2020,US,Jacksonville,o3,72,2,16,9
2/12/2020,CN,Beijing,o3,433,0,58,21
2/13/2020,CN,Shanghai,o3,860,1,42,22
2/13/2020,US,Jacksonville,o3,57,2,15,6
2/13/2020,CN,Beijing,o3,429,0,44,6
2/13/2020,CN,Wuhan,o3,381,2,34,15
2/13/2020,US,Manhattan,o3,23,1,25,7
2/13/2020,US,Houston,o3,118,1,31,18
2/13/2020,US,Los Angeles,o3,19,1,36,21
2/14/2020,CN,Wuhan,o3,383,4,29,14
2/14/2020,CN,Shanghai,o3,859,2,41,21
2/14/2020,CN,Beijing,o3,447,0,30,19
2/14/2020,US,Los Angeles,o3,18,1,37,14
2/14/2020,US,Jacksonville,o3,47,2,16,8
2/14/2020,US,Houston,o3,100,1,32,18
2/14/2020,US,Manhattan,o3,24,18,28,23
2/15/2020,US,Manhattan,o3,24,15,22,18
2/15/2020,CN,Beijing,o3,449,17,34,27
2/15/2020,CN,Wuhan,o3,383,14,31,23
2/15/2020,CN,Shanghai,o3,858,1,30,15
2/15/2020,US,Houston,o3,114,1,33,19
2/15/2020,US,Los Angeles,o3,18,1,39,20
2/15/2020,US,Jacksonville,o3,48,1,19,18
2/16/2020,US,Houston,o3,119,3,36,23
2/16/2020,CN,Beijing,o3,449,19,35,28
2/16/2020,CN,Shanghai,o3,820,16,43,29
2/16/2020,CN,Wuhan,o3,380,15,44,23
2/16/2020,US,Los Angeles,o3,18,1,45,21
2/16/2020,US,Jacksonville,o3,48,5,18,15
2/16/2020,US,Manhattan,o3,22,1,21,12
2/17/2020,CN,Shanghai,o3,858,12,45,30
2/17/2020,US,Houston,o3,120,1,29,15
2/17/2020,US,Manhattan,o3,24,2,32,17
2/17/2020,CN,Beijing,o3,446,0,36,27
2/17/2020,CN,Wuhan,o3,383,2,47,27
2/17/2020,US,Jacksonville,o3,48,5,14,10
2/17/2020,US,Los Angeles,o3,21,1,41,10
2/18/2020,US,Manhattan,o3,24,6,27,15
2/18/2020,CN,Shanghai,o3,854,1,58,28
2/18/2020,CN,Wuhan,o3,381,2,55,31
2/18/2020,US,Los Angeles,o3,20,1,38,22
2/18/2020,US,Houston,o3,103,1,23,12
2/18/2020,CN,Beijing,o3,423,0,36,14
2/18/2020,US,Jacksonville,o3,48,2,18,9
2/19/2020,US,Jacksonville,o3,45,0,14,9
2/19/2020,US,Manhattan,o3,23,2,32,23
2/19/2020,CN,Wuhan,o3,384,12,48,32
2/19/2020,US,Los Angeles,o3,24,2,37,21
2/19/2020,US,Houston,o3,93,3,19,7
2/19/2020,CN,Shanghai,o3,861,3,56,32
2/19/2020,CN,Beijing,o3,417,0,38,17
2/20/2020,US,Manhattan,o3,22,22,30,28
2/20/2020,US,Houston,o3,93,2,32,15
2/20/2020,US,Los Angeles,o3,21,1,36,11
2/20/2020,CN,Beijing,o3,451,1,37,20
2/20/2020,CN,Shanghai,o3,861,1,48,25
2/20/2020,CN,Wuhan,o3,384,2,54,24
2/20/2020,US,Jacksonville,o3,48,9,16,14
2/21/2020,US,Jacksonville,o3,48,11,18,15
2/21/2020,US,Los Angeles,o3,24,1,37,16
2/21/2020,CN,Shanghai,o3,857,1,48,25
2/21/2020,CN,Beijing,o3,437,0,39,19
2/21/2020,US,Manhattan,o3,23,10,31,25
2/21/2020,US,Houston,o3,96,2,33,22
2/21/2020,CN,Wuhan,o3,383,5,47,27
2/22/2020,CN,Wuhan,o3,384,3,56,23
2/22/2020,US,Jacksonville,o3,45,6,20,18
2/22/2020,US,Manhattan,o3,23,5,25,15
2/22/2020,CN,Shanghai,o3,839,2,59,34
2/22/2020,US,Houston,o3,92,1,46,23
2/22/2020,CN,Beijing,o3,455,7,42,31
2/22/2020,US,Los Angeles,o3,24,19,31,25
2/23/2020,CN,Beijing,o3,437,0,42,15
2/23/2020,US,Los Angeles,o3,24,1,33,16
2/23/2020,CN,Shanghai,o3,848,2,59,37
2/23/2020,US,Manhattan,o3,24,3,33,17
2/23/2020,US,Houston,o3,101,9,36,24
2/23/2020,US,Jacksonville,o3,48,5,21,17
2/23/2020,CN,Wuhan,o3,384,12,55,34
2/24/2020,CN,Shanghai,o3,863,14,64,44
2/24/2020,CN,Beijing,o3,431,0,37,15
2/24/2020,US,Los Angeles,o3,16,1,34,18
2/24/2020,US,Manhattan,o3,24,2,31,11
2/24/2020,CN,Wuhan,o3,387,8,54,34
2/24/2020,US,Jacksonville,o3,96,0,22,17
2/24/2020,US,Houston,o3,100,1,34,21
2/25/2020,US,Jacksonville,o3,120,3,18,11
2/25/2020,US,Los Angeles,o3,16,1,37,19
2/25/2020,US,Manhattan,o3,24,3,23,14
2/25/2020,CN,Beijing,o3,454,1,39,22
2/25/2020,US,Houston,o3,87,1,45,30
2/25/2020,CN,Wuhan,o3,387,2,56,28
2/25/2020,CN,Shanghai,o3,883,1,58,27
2/26/2020,CN,Wuhan,o3,381,7,37,21
2/26/2020,US,Jacksonville,o3,120,4,15,11
2/26/2020,CN,Beijing,o3,448,4,49,22
2/26/2020,CN,Shanghai,o3,862,21,45,34
2/26/2020,US,Los Angeles,o3,13,1,33,24
2/26/2020,US,Houston,o3,117,14,35,28
2/26/2020,US,Manhattan,o3,24,10,28,20
2/27/2020,US,Houston,o3,102,1,42,23
2/27/2020,CN,Wuhan,o3,382,6,34,23
2/27/2020,US,Manhattan,o3,24,16,32,29
2/27/2020,CN,Shanghai,o3,884,15,50,36
2/27/2020,US,Los Angeles,o3,15,1,36,12
2/27/2020,US,Jacksonville,o3,105,5,18,14
2/27/2020,CN,Beijing,o3,450,1,32,17
2/28/2020,US,Houston,o3,83,1,49,23
2/28/2020,CN,Shanghai,o3,878,1,39,25
2/28/2020,US,Los Angeles,o3,23,1,33,10
2/28/2020,US,Manhattan,o3,24,19,31,27
2/28/2020,US,Jacksonville,o3,120,2,21,14
2/28/2020,CN,Wuhan,o3,378,4,22,16
2/28/2020,CN,Beijing,o3,448,0,46,16
2/29/2020,US,Jacksonville,o3,120,7,20,17
2/29/2020,US,Manhattan,o3,22,21,29,27
2/29/2020,CN,Beijing,o3,424,0,18,6
2/29/2020,CN,Shanghai,o3,884,3,36,20
2/29/2020,CN,Wuhan,o3,384,9,47,23
2/29/2020,US,Los Angeles,o3,21,1,38,24
3/1/2020,CN,Beijing,o3,353,0,43,28
3/1/2020,CN,Wuhan,o3,383,9,44,30
3/1/2020,CN,Shanghai,o3,871,4,43,28
3/1/2020,US,Houston,o3,5,29,34,32
3/1/2020,US,Jacksonville,o3,118,2,22,12
3/1/2020,US,Manhattan,o3,24,14,35,25
3/1/2020,US,Los Angeles,o3,24,20,34,28
3/2/2020,CN,Shanghai,o3,851,15,51,33
3/2/2020,US,Manhattan,o3,16,4,30,14
3/2/2020,US,Jacksonville,o3,78,1,21,7
3/2/2020,CN,Wuhan,o3,379,9,43,29
3/2/2020,US,Houston,o3,27,6,34,28
3/2/2020,US,Los Angeles,o3,13,1,31,6
3/2/2020,CN,Beijing,o3,464,0,44,20
3/3/2020,US,Jacksonville,o3,74,12,21,17
3/3/2020,CN,Shanghai,o3,265,10,39,30
3/3/2020,CN,Wuhan,o3,96,11,31,25
3/3/2020,US,Manhattan,o3,15,12,32,19
3/3/2020,CN,Beijing,o3,134,2,35,22
3/3/2020,US,Houston,o3,95,2,51,19
3/3/2020,US,Los Angeles,o3,17,1,31,18
3/4/2020,US,Los Angeles,o3,19,1,31,17
3/4/2020,US,Jacksonville,o3,120,5,16,14
3/4/2020,US,Manhattan,o3,23,19,34,31
3/4/2020,CN,Beijing,o3,450,4,39,28
3/4/2020,CN,Shanghai,o3,858,10,49,34
3/4/2020,US,Houston,o3,119,3,32,17
3/4/2020,CN,Wuhan,o3,387,7,55,28
3/5/2020,US,Jacksonville,o3,120,4,15,10
3/5/2020,US,Houston,o3,101,1,41,29
3/5/2020,US,Manhattan,o3,24,14,30,25
3/5/2020,CN,Beijing,o3,451,0,43,18
3/5/2020,CN,Shanghai,o3,860,12,51,37
3/5/2020,US,Los Angeles,o3,24,1,41,15
3/5/2020,CN,Wuhan,o3,387,6,57,38
3/6/2020,US,Houston,o3,68,1,47,30
3/6/2020,CN,Shanghai,o3,863,4,57,36
3/6/2020,US,Jacksonville,o3,118,9,19,17
3/6/2020,CN,Wuhan,o3,386,14,42,30
3/6/2020,CN,Beijing,o3,437,0,37,18
3/6/2020,US,Manhattan,o3,22,6,28,23
3/6/2020,US,Los Angeles,o3,20,1,32,19
3/7/2020,CN,Shanghai,o3,858,6,59,31
3/7/2020,US,Houston,o3,67,1,38,28
3/7/2020,US,Los Angeles,o3,22,18,28,23
3/7/2020,CN,Wuhan,o3,385,3,56,28
3/7/2020,CN,Beijing,o3,457,1,48,28
3/7/2020,US,Jacksonville,o3,120,5,20,17
3/7/2020,US,Manhattan,o3,23,23,34,28
3/8/2020,US,Los Angeles,o3,24,4,30,22
3/8/2020,US,Manhattan,o3,24,16,32,23
3/8/2020,CN,Beijing,o3,459,0,41,16
3/8/2020,CN,Wuhan,o3,387,3,39,24
3/8/2020,US,Houston,o3,79,4,45,36
3/8/2020,US,Jacksonville,o3,120,2,20,18
3/8/2020,CN,Shanghai,o3,861,4,55,38
3/9/2020,US,Los Angeles,o3,24,1,28,17
3/9/2020,US,Manhattan,o3,24,2,36,19
3/9/2020,US,Houston,o3,117,8,36,28
3/9/2020,CN,Wuhan,o3,387,8,56,32
3/9/2020,US,Jacksonville,o3,120,2,19,11
3/9/2020,CN,Beijing,o3,439,0,39,17
3/9/2020,CN,Shanghai,o3,847,7,48,30
3/10/2020,CN,Beijing,o3,445,0,41,27
3/10/2020,CN,Shanghai,o3,853,3,51,35
3/10/2020,US,Jacksonville,o3,116,1,19,14
3/10/2020,US,Manhattan,o3,24,8,28,23
3/10/2020,US,Houston,o3,114,1,42,21
3/10/2020,CN,Wuhan,o3,383,7,54,31
3/10/2020,US,Los Angeles,o3,24,9,16,14
3/11/2020,CN,Wuhan,o3,385,2,55,32
3/11/2020,CN,Beijing,o3,399,0,39,8
3/11/2020,US,Houston,o3,118,3,41,20
3/11/2020,US,Los Angeles,o3,24,2,27,11
3/11/2020,US,Jacksonville,o3,120,0,22,15
3/11/2020,US,Manhattan,o3,22,10,29,22
3/11/2020,CN,Shanghai,o3,844,0,62,32
3/12/2020,CN,Wuhan,o3,387,6,47,27
3/12/2020,US,Houston,o3,118,6,41,23
3/12/2020,US,Manhattan,o3,23,1,20,15
3/12/2020,CN,Beijing,o3,405,0,101,29
3/12/2020,US,Jacksonville,o3,120,2,25,14
3/12/2020,US,Los Angeles,o3,16,0,19,2
3/12/2020,CN,Shanghai,o3,857,6,56,37
